title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,avg_rating,ratings_count,page_count,review_length,price_usd,book_age,has_rating,review_density,ratings_norm,editions_norm,popularity_score,is_popular
Harmonies of War,Ruby Fitzgerald,2016.0,3,6,1,0,adventure,5.0,1.0,232,245,13.38,9.0,1,1.0515,0.0007407407407407407,0.0004930966469428008,2.0038,1
Army Men,"Eric Lionel Pratte, Lionel Eric Pratt",1999.0,3,31,1,1,adventure,4.0,0.0,362,191,12.19,26.0,0,0.5262,0.0,0.0004930966469428008,1.6012,0
Escaping the Giant Wave,Peg Kehret,2005.0,3,4,1,0,adventure,4.0,0.0,370,130,12.2,20.0,0,0.3504,0.0,0.0004930966469428008,1.6012,0
The Daedalus incident,Michael J. Martinez,2013.0,3,13,1,1,adventure,4.0,0.0,280,189,14.76,12.0,0,0.6726,0.0,0.0004930966469428008,1.6012,0
Keeper of the Lost Cities Collection Books 1-5,Shannon Messenger,2013.0,3,12,1,0,adventure,4.9,10.0,350,203,13.82,12.0,1,0.5783,0.007407407407407408,0.0004930966469428008,1.9872,1
Shark Bait,Justin D'Ath,2001.0,3,11,1,1,adventure,3.0,1.0,287,139,12.9,24.0,1,0.4826,0.0007407407407407407,0.0004930966469428008,1.2038,0
ダンジョンに出会いを求めるのは間違っているだろうか 2 (light novel),大森藤ノ,2013.0,3,15,1,1,adventure,3.5,2.0,334,219,14.45,12.0,1,0.6537,0.0014814814814814814,0.0004930966469428008,1.4064,0
Mists of dawn,Chad Oliver,1952.0,3,8,1,1,adventure,4.0,0.0,267,213,13.0,73.0,0,0.7948,0.0,0.0004930966469428008,1.6012,0
Rich rewards,Alice Adams,1980.0,3,9,1,1,adventure,4.0,0.0,241,222,14.3,45.0,0,0.9174,0.0,0.0004930966469428008,1.6012,0
Murdo's War,Alan Temperley,1990.0,3,16,1,1,adventure,4.0,0.0,311,213,13.43,35.0,0,0.6827,0.0,0.0004930966469428008,1.6012,0
The Care and Taming of a Rogue,Suzanne Enoch,2009.0,3,7,1,1,adventure,4.2,5.0,323,240,15.28,16.0,1,0.7407,0.003703703703703704,0.0004930966469428008,1.6942,1
Go Softly All My Years,Virginia Benson,2010.0,3,9,1,0,adventure,4.0,0.0,310,191,15.27,15.0,0,0.6141,0.0,0.0004930966469428008,1.6012,0
Hidden Mickey 3 Wolf!,Nancy Temple Rodrigue,2009.0,3,11,1,0,adventure,4.0,0.0,271,210,13.9,16.0,0,0.7721,0.0,0.0004930966469428008,1.6012,0
HIDDEN MICKEY 2,Nancy Temple Rodrigue,2010.0,3,12,1,1,adventure,4.0,0.0,310,180,13.39,15.0,0,0.5788,0.0,0.0004930966469428008,1.6012,0
Bible,Bible,1200.0,6084,490,1,1,biography,4.047058823529412,85.0,364,238,10.24,300.0,1,0.6521,0.06296296296296296,1.0,4.3392,1
Narrative of the life of Frederick Douglass,Frederick Douglass,1845.0,1032,56,1,1,biography,4.071428571428571,14.0,347,278,12.02,180.0,1,0.7989,0.01037037037037037,0.16962524654832348,2.0889,1
Twelve years a slave,Solomon Northup,1853.0,1029,88,1,1,biography,4.4,10.0,359,105,10.11,172.0,1,0.2917,0.007407407407407408,0.16913214990138067,2.2088,1
King Henry V,William Shakespeare,1600.0,631,66,1,1,biography,3.7857142857142856,14.0,314,255,9.63,300.0,1,0.8095,0.01037037037037037,0.1037146614069691,1.8099,1
Orthodoxy,Gilbert Keith Chesterton,1874.0,551,31,1,1,biography,4.214285714285714,14.0,411,180,9.13,151.0,1,0.4369,0.01037037037037037,0.0905654174884944,1.9484,1
Saint Francis of Assisi,Gilbert Keith Chesterton,1923.0,547,27,1,1,biography,3.5,2.0,288,164,10.66,102.0,1,0.5675,0.0014814814814814814,0.08990795529257067,1.63,1
My bondage and my freedom,Frederick Douglass,1815.0,509,30,1,1,biography,4.0,1.0,375,213,10.72,210.0,1,0.5665,0.0007407407407407407,0.0836620644312952,1.8117,1
At the Back of the North Wind,George MacDonald,1871.0,496,27,1,1,biography,4.333333333333333,3.0,412,127,15.76,154.0,1,0.3075,0.0022222222222222222,0.08152531229454306,1.9449,1
Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels",1848.0,459,53,1,1,biography,3.5454545454545454,77.0,375,220,13.28,177.0,1,0.5851,0.05703703703703704,0.07544378698224852,1.8064,1
Up from Slavery,Booker T. Washington,1900.0,430,42,1,1,biography,4.416666666666667,12.0,339,167,13.92,125.0,1,0.4912,0.008888888888888889,0.07067718606180144,1.9745,1
Paradise Lost,John Milton,1667.0,396,61,1,1,biography,3.8333333333333335,36.0,322,217,15.63,300.0,1,0.6718,0.02666666666666667,0.0650887573964497,1.7894,1
Der Antichrist,Friedrich Nietzsche,1895.0,385,35,1,1,biography,3.85,20.0,404,175,15.69,130.0,1,0.4321,0.014814814814814815,0.06328073635765943,1.7501,1
Les fleurs du mal,Charles Baudelaire,1855.0,363,45,1,1,biography,4.230769230769231,13.0,275,290,13.93,170.0,1,1.0507,0.00962962962962963,0.059664694280078895,1.8752,1
Lives,Plutarch,1564.0,323,59,1,1,biography,3.4444444444444446,9.0,299,297,14.23,300.0,1,0.99,0.006666666666666667,0.05309007232084155,1.5338,0
"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789.0,298,53,1,1,biography,4.0,5.0,329,102,13.61,236.0,1,0.3091,0.003703703703703704,0.048980933596318214,1.7354,1
Sailing alone around the world,Joshua Slocum,1800.0,296,25,1,1,biography,4.0,4.0,414,230,16.12,225.0,1,0.5542,0.002962962962962963,0.04865220249835635,1.732,1
Het Achterhuis,Anne Frank,1944.0,293,77,1,1,biography,4.164179104477612,134.0,369,350,12.87,81.0,1,0.9459,0.09925925925925926,0.048159105851413544,2.1335,1
The complete poetical works,Robert Burns,1786.0,293,29,1,1,biography,4.0,2.0,299,228,16.13,239.0,1,0.76,0.0014814814814814814,0.048159105851413544,1.7256,1
Acres of diamonds,"Russell Herman Conwell, Robert Shackleton - undifferentiated, John Wanamaker, Robert Collier, John Wanamaker",1901.0,275,16,1,1,biography,4.0,0.0,333,167,15.13,124.0,0,0.5,0.0,0.04520052596975674,1.713,1
Civil Disobedience,Henry David Thoreau,1800.0,261,26,1,1,biography,4.166666666666667,6.0,317,192,14.52,225.0,1,0.6038,0.0044444444444444444,0.042899408284023666,1.7895,1
Captivity and Restoration,"Mary White Rowlandson, Joseph Rowlandson, Larvae Editions, Timothy Harrington, Caroline D. Grimm, Henry S. Nourse, John Eliot Thayer, John Williams, Henry S. (Henry Stedman) 183 Nourse, John Eliot 1862-1933 Edt Thayer",1682.0,250,45,1,1,biography,2.6666666666666665,3.0,312,164,12.52,300.0,1,0.524,0.0022222222222222222,0.041091387245233396,1.1772,0
"The History of Rasselas, Prince of Abyssinia",Samuel Johnson,1759.0,249,39,1,1,biography,5.0,1.0,401,179,14.29,266.0,1,0.4453,0.0007407407407407407,0.040927021696252466,2.1049,1
The Library of American Biography,Jared Sparks,1846.0,245,1,1,1,biography,4.0,0.0,277,139,14.02,179.0,0,0.5,0.0,0.04026955950032873,1.7007,1
Les confessions,Jean-Jacques Rousseau,1782.0,244,41,1,1,biography,4.4,5.0,434,198,13.04,243.0,1,0.4552,0.003703703703703704,0.040105193951347796,1.8732,1
Schachnovelle,Stefan Zweig,1943.0,243,30,1,1,biography,3.967741935483871,31.0,393,149,15.02,82.0,1,0.3782,0.022962962962962963,0.03994082840236687,1.7673,1
Picasso,"Pablo Picasso, Jean-Louis Andral, Pierre Daix",1926.0,240,105,1,1,biography,3.909090909090909,22.0,407,207,16.28,99.0,1,0.5074,0.016296296296296295,0.03944773175542406,1.7193,1
Life of Samuel Johnson,James Boswell,1776.0,238,20,1,1,biography,4.25,4.0,325,140,14.64,249.0,1,0.4294,0.002962962962962963,0.0391190006574622,1.8082,1
Hospital Sketches,Louisa May Alcott,1863.0,237,28,1,1,biography,4.0,2.0,342,211,15.25,162.0,1,0.6152,0.0014814814814814814,0.03895463510848126,1.7026,1
Gorin no sho,"Miyamoto Musashi, William Scott Wilson, Kenji Tokitsu, Brian Nishii, jose manquel, Karlo Toreles, Craig Trahan, Eric King, Z. Ferri, Renner Publishing, Rafael Arturo Herrera, Siegfried Schaarschmidt, José Manuel Pomares Olivares, Sean Michael Wilson, Chie Kutsuwada, Gerard Almirall Merlos, Victor Harris, Thomas Cleary, Alfonso Colodrón, Maisy Hatchard, 孙武 (Sun Tzu), Carlos Rubio, Makiko Sese, Munenori Yagyū",1963.0,236,46,1,1,biography,3.2916666666666665,24.0,274,185,12.67,62.0,1,0.6727,0.017777777777777778,0.03879026955950033,1.4759,0
American notes,"Charles Dickens, Diana C. Archibald",1800.0,233,33,1,1,biography,4.0,0.0,322,214,14.06,225.0,0,0.6625,0.0,0.03829717291255753,1.6957,1
Poems,Samuel Taylor Coleridge,1796.0,232,17,1,1,biography,3.333333333333333,3.0,375,256,12.86,229.0,1,0.6809,0.0022222222222222222,0.0381328073635766,1.4364,0
The Rise of Silas Lapham,William Dean Howells,1884.0,226,15,1,1,biography,4.0,0.0,418,279,14.84,141.0,0,0.6659,0.0,0.03714661406969099,1.6929,1
"Walden, or, Life in the Woods  / On the Duty of Civil Disobedience",Henry David Thoreau,1849.0,216,21,1,1,biography,4.0,0.0,291,73,16.15,176.0,0,0.25,0.0,0.03550295857988166,1.6888,1
Typee,Herman Melville,1840.0,216,36,1,1,biography,3.5,2.0,330,159,15.04,185.0,1,0.4804,0.0014814814814814814,0.03550295857988166,1.4939,0
Moralia,Plutarch,1500.0,211,43,1,1,biography,4.2,15.0,342,196,12.7,300.0,1,0.5714,0.011111111111111112,0.03468113083497699,1.8056,1
A history of the English-speaking peoples,"Winston S. Churchill, Winston Churchhill, Jeffrey Webb, WINSTON CHURCHILL, CHURCHILL",1950.0,211,15,1,1,biography,3.6,5.0,276,227,13.81,75.0,1,0.8195,0.003703703703703704,0.03468113083497699,1.5397,0
Flush,"Virginia Woolf, Eileen Atkins, Katyuli Lloyd, Jose KING, Jordi Fernando, Rafael Vázquez Zamora",1694.0,206,34,1,1,biography,3.2,5.0,381,121,14.59,300.0,1,0.3168,0.003703703703703704,0.03385930309007232,1.3776,0
Apologia pro vita sua,John Henry Newman,1860.0,204,42,1,1,biography,4.333333333333333,3.0,311,153,14.0,165.0,1,0.4904,0.0022222222222222222,0.03353057199211045,1.8249,1
The Second World War,Winston S. Churchill,1948.0,203,29,1,1,biography,3.8333333333333335,12.0,339,216,15.73,77.0,1,0.6353,0.008888888888888889,0.03336620644312952,1.6479,1
Poems by John Keats,John Keats,1800.0,200,17,1,1,biography,4.2,5.0,326,208,15.65,225.0,1,0.6361,0.003703703703703704,0.03287310979618672,1.7751,1
A Tramp Abroad,Mark Twain,1878.0,197,38,1,1,biography,3.4166666666666665,12.0,308,228,14.84,147.0,1,0.7379,0.008888888888888889,0.03238001314924392,1.4787,0
The Man Without a Country,"Edward Everett Hale, Florence Maria Miller",1865.0,189,38,1,1,biography,2.0,1.0,349,222,13.89,160.0,1,0.6343,0.0007407407407407407,0.03106508875739645,0.8803,0
Twelve Men,Theodore Dreiser,1919.0,188,5,1,1,biography,4.0,0.0,338,216,13.41,106.0,0,0.6372,0.0,0.030900723208415515,1.6773,1
"Margaret Ogilvy, and others",J. M. Barrie,1896.0,186,11,1,1,biography,4.0,5.0,330,213,12.82,129.0,1,0.6435,0.003703703703703704,0.03057199211045365,1.6894,1
Mein Kampf,Adolf Hitler,1922.0,185,34,1,1,biography,4.0181818181818185,55.0,311,246,13.81,103.0,1,0.7885,0.040740740740740744,0.030407626561472716,1.8259,1
Autobiography of a Yogi,Yogananda Paramahansa,1946.0,183,25,1,1,biography,4.204545454545454,44.0,366,268,14.04,79.0,1,0.7302,0.03259259259259259,0.03007889546351085,1.8711,1
The education of Henry Adams,Henry Adams,1777.0,181,23,1,1,biography,4.0,0.0,436,88,15.1,248.0,0,0.2014,0.0,0.029750164365548983,1.6744,1
A Farewell to Arms,Ernest Hemingway,1929.0,181,44,1,1,biography,3.6379310344827593,58.0,357,323,15.02,96.0,1,0.9022,0.04296296296296296,0.029750164365548983,1.6799,1
The Poetical Works of John Dryden,"John Dryden, John Dryden, John Mitford",1777.0,177,15,1,1,biography,5.0,1.0,402,90,12.67,248.0,1,0.2233,0.0007407407407407407,0.029092702169625246,2.0753,1
Robert Browning,"Gilbert Keith Chesterton, Sam Sullivan, Robert Browning",1903.0,176,4,1,1,biography,4.0,0.0,277,146,13.97,122.0,0,0.5252,0.0,0.028928336620644313,1.6723,1
The old wives' tale,Arnold Bennett,1900.0,171,28,1,1,biography,3.5,2.0,358,190,13.12,125.0,1,0.5292,0.0014814814814814814,0.028106508875739646,1.4755,0
Homage to Catalonia,George Orwell,1938.0,168,39,1,1,biography,4.222222222222222,27.0,292,255,13.02,87.0,1,0.8703,0.02,0.027613412228796843,1.8279,1
L' Orlando furioso,Lodovico Ariosto,1545.0,167,41,1,1,biography,4.666666666666667,3.0,272,52,15.7,300.0,1,0.1905,0.0022222222222222222,0.02744904667981591,1.9431,1
My life and work,"Ford, Henry, Henry Ford, Samuel Crowther, Henry, Ford, Ford Henry 1863-1947, Mrs Henry Ford, E. Kalita, Ford, Henry, Crowther, Samuel, Henry Henry Ford, Samuel Crowther",1922.0,166,17,1,1,biography,4.0,0.0,311,198,12.56,103.0,0,0.6346,0.0,0.027284681130834976,1.6682,1
Diary,Samuel Pepys,1825.0,166,58,1,1,biography,4.666666666666667,3.0,412,242,14.07,200.0,1,0.586,0.0022222222222222222,0.027284681130834976,1.9427,1
Das Schloß,Franz Kafka,1926.0,166,18,1,1,biography,4.565217391304348,23.0,399,268,13.06,99.0,1,0.67,0.017037037037037038,0.027284681130834976,1.9539,1
The Romany Rye,"George Henry Borrow, Nelson Jack Boswell, Theodore Watts-Dunton",1800.0,164,12,1,1,biography,4.0,0.0,362,165,15.91,225.0,0,0.4545,0.0,0.02695595003287311,1.6674,1
Dei delitte e delle pene,Cesare Beccaria,1764.0,164,49,1,1,biography,5.0,1.0,269,185,14.62,261.0,1,0.6852,0.0007407407407407407,0.02695595003287311,2.07,1
The Bible in Spain,"George Henry Borrow, Ulick Ralph Burke, Ulick Ralph Burke, Manuel Azaña, Francisco Gijon, Gloria Lopez De los santos, Manuel Azaña",1842.0,163,16,1,1,biography,4.0,0.0,339,169,13.32,183.0,0,0.4971,0.0,0.026791584483892177,1.667,1
Mademoiselle Fifi,Guy de Maupassant,1882.0,162,22,1,1,biography,4.5,2.0,365,181,14.4,143.0,1,0.4945,0.0014814814814814814,0.026627218934911243,1.8718,1
John Barleycorn,Jack London,1913.0,161,20,1,1,biography,4.8,5.0,359,152,15.32,112.0,1,0.4222,0.003703703703703704,0.02646285338593031,1.9991,1
The Hudson Bay Company,"Robert Michael Ballantyne, Thomas Nelson and Sons",1848.0,161,29,1,1,biography,4.0,0.0,253,155,16.22,177.0,0,0.6102,0.0,0.02646285338593031,1.6662,1
Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japan),1991.0,156,269,0,0,biography,5.0,2.0,303,223,13.27,34.0,1,0.7336,0.0014814814814814814,0.02564102564102564,2.0693,1
Seven Pillars of Wisdom,T. E. Lawrence,1905.0,152,56,1,1,biography,5.0,1.0,346,207,15.94,120.0,1,0.5965,0.0007407407407407407,0.024983563445101907,2.0651,1
Shi ji,"Sima Qian, Burton Watson, 裴駰, 司馬貞, 張守節, 中華再造善本工程規劃指導委員會, 中華再造善本工程編纂出版委員會, Ikkai, Tomoyoshi",1550.0,151,24,1,1,biography,1.0,1.0,378,225,16.13,300.0,1,0.5937,0.0007407407407407407,0.024819197896120974,0.4646,0
Paul Klee,Paul Klee,1930.0,150,58,1,1,biography,3.733333333333333,15.0,234,222,16.06,95.0,1,0.9447,0.011111111111111112,0.02465483234714004,1.5939,0
De vita Caesarum,Suetonius,1470.0,147,23,1,1,biography,4.0,1.0,341,236,14.93,300.0,1,0.6901,0.0007407407407407407,0.024161735700197237,1.663,1
Henry Moore,"David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould",1934.0,146,60,1,1,biography,4.388888888888889,18.0,357,258,14.91,91.0,1,0.7207,0.013333333333333334,0.023997370151216304,1.8622,1
Exercitia spiritualia,"Saint Ignatius of Loyola, Aloysio R.P Bellecio, Ignatius., William, S.J. Reiser",1548.0,145,36,1,1,biography,5.0,1.0,394,113,14.0,300.0,1,0.2861,0.0007407407407407407,0.02383300460223537,2.0622,1
Elizabeth and Her German Garden,"Elizabeth von Arnim, Ulrich Baer",1898.0,144,23,1,1,biography,4.75,4.0,386,160,15.4,127.0,1,0.4134,0.002962962962962963,0.023668639053254437,1.9695,1
Letters to a young poet,Rainer Maria Rilke,1656.0,144,37,1,1,biography,4.25925925925926,27.0,380,210,14.52,300.0,1,0.5512,0.02,0.023668639053254437,1.8329,1
Paul et Virginie,Bernardin de Saint-Pierre,1789.0,142,26,1,1,biography,3.4,5.0,308,202,15.1,236.0,1,0.6537,0.003703703703703704,0.02333990795529257,1.4313,0
The Story of Philosophy,Will Durant,1926.0,141,8,1,1,biography,4.111111111111111,18.0,249,180,14.11,99.0,1,0.72,0.013333333333333334,0.023175542406311637,1.749,1
An autobiography,Mohandas Karamchand Gandhi,1927.0,140,61,1,1,biography,4.227272727272728,22.0,329,263,15.32,98.0,1,0.797,0.016296296296296295,0.023011176857330704,1.8055,1
History of Alexander the Great,Jacob Abbott,1848.0,137,6,1,1,biography,4.0,0.0,402,298,15.69,177.0,0,0.7395,0.0,0.022518080210387904,1.6563,1
Poems (Lover's Complaint / Passionate Pilgrim / Phoenix and the Turtle / Rape of Lucrece / Sonnets / Venus and Adonis),William Shakespeare,1771.0,134,44,1,1,biography,4.0,2.0,423,210,12.98,254.0,1,0.4953,0.0014814814814814814,0.0220249835634451,1.6602,1
Fanshawe,Nathaniel Hawthorne,1828.0,134,7,1,1,biography,4.0,0.0,387,204,15.72,197.0,0,0.5258,0.0,0.0220249835634451,1.6551,1
Adolphe,"Benjamin Constant, B. Constant, Benjamin Constant, Harold Nicolson, Carl Wildman",1816.0,134,27,1,1,biography,5.0,1.0,372,243,14.55,209.0,1,0.6515,0.0007407407407407407,0.0220249835634451,2.0577,1
Oliver Goldsmith,Washington Irving,1840.0,133,10,1,1,biography,4.0,0.0,369,106,15.77,185.0,0,0.2865,0.0,0.021860618014464168,1.6547,1
A Mind That Found Itself,Clifford Whittingham Beers,1908.0,131,37,1,1,biography,4.0,6.0,320,206,14.12,117.0,1,0.6417,0.0044444444444444444,0.0215318869165023,1.6694,1
De officiis,Cicero,1465.0,129,25,1,1,biography,4.0,0.0,343,248,13.91,300.0,0,0.7209,0.0,0.021203155818540435,1.653,1
Vol de nuit,Antoine de Saint-Exupéry,1931.0,128,24,1,1,biography,4.444444444444445,9.0,437,175,16.05,94.0,1,0.3995,0.006666666666666667,0.0210387902695595,1.8537,1
Houghton Mifflin the Nation's Choice,Houghton Mifflin Company Staff,2000.0,127,13,1,1,biography,5.0,1.0,300,139,13.4,25.0,1,0.4618,0.0007407407407407407,0.020874424720578568,2.0548,1
Wild Wales,George Henry Borrow,1798.0,126,11,1,1,biography,4.0,0.0,434,190,15.77,227.0,0,0.4368,0.0,0.020710059171597635,1.6518,1
Εὐθύφρων / Κρίτων / Φαίδων / Ἀπολογία Σωκράτους,Πλάτων,1871.0,126,31,1,1,biography,4.2,15.0,333,208,14.33,154.0,1,0.6228,0.011111111111111112,0.020710059171597635,1.7707,1
The Life of Charlotte Bronte,Elizabeth Cleghorn Gaskell,1857.0,125,16,1,1,biography,4.0,0.0,419,154,14.45,168.0,0,0.3667,0.0,0.020545693622616698,1.6514,1
Terre des hommes,Antoine de Saint-Exupéry,1936.0,124,23,1,1,biography,4.235294117647059,17.0,276,318,13.63,89.0,1,1.148,0.012592592592592593,0.020381328073635765,1.7891,1
Cyropaedia,Xenophon,1527.0,122,25,1,1,biography,3.263157894736842,19.0,380,191,14.68,300.0,1,0.5013,0.014074074074074074,0.020052596975673898,1.4047,0
Dictionary of National Biography,"George Murray Smith, Sir Sidney Lee, Sir Leslie Stephen",1885.0,122,8,1,1,biography,4.0,0.0,311,142,13.69,140.0,0,0.4551,0.0,0.020052596975673898,1.6501,1
Grace abounding to the chief of sinners,John Bunyan,1666.0,121,20,1,1,biography,4.333333333333333,3.0,275,197,12.55,300.0,1,0.7138,0.0022222222222222222,0.019888231426692965,1.7908,1
Their Wedding Journey,William Dean Howells,1872.0,118,14,1,1,biography,3.0,1.0,361,246,13.48,153.0,1,0.6796,0.0007407407407407407,0.019395134779750165,1.2511,0
"The journals of André Gide, 1889-1949","André Gide, Laura Freixas, Ignacio Vidal-Folch Balanzo, Ignacio Vidal-Folch Balanzo",1939.0,117,19,1,1,biography,4.0,0.0,402,200,12.42,86.0,0,0.4963,0.0,0.019230769230769232,1.6481,1
The Rough Riders,"Theodore Roosevelt, Theodore Roosevelt, Theodore Theodore Roosevelt, theodore roosevelt",1894.0,116,29,1,1,biography,4.0,0.0,305,224,16.31,131.0,0,0.732,0.0,0.0190664036817883,1.6477,1
20 Years at Hull House,Jane Addams,1910.0,115,31,1,1,biography,4.0,0.0,271,156,16.25,115.0,0,0.5735,0.0,0.018902038132807365,1.6473,1
Columbus,Washington Irving,1800.0,115,27,1,1,biography,4.0,0.0,345,274,13.97,225.0,0,0.7919,0.0,0.018902038132807365,1.6473,1
Satirae,Horace,1763.0,115,34,1,1,biography,5.0,1.0,345,228,15.31,262.0,1,0.659,0.0007407407407407407,0.018902038132807365,2.0498,1
The Light of Asia,Edwin Arnold,1879.0,115,18,1,1,biography,4.666666666666667,9.0,378,259,13.78,146.0,1,0.6834,0.006666666666666667,0.018902038132807365,1.9373,1
The Travels of Marco Polo,Marco Polo,1818.0,114,43,1,1,biography,3.6666666666666665,3.0,399,220,15.08,207.0,1,0.55,0.0022222222222222222,0.01873767258382643,1.5213,0
Max Ernst,"Max Ernst, Werner Spies, Fabrice Hergott, Doris Krystof, Günter Metken",1956.0,114,36,1,1,biography,3.5,2.0,346,242,15.61,69.0,1,0.6974,0.0014814814814814814,0.01873767258382643,1.452,0
Vincent van Gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",1914.0,114,31,1,1,biography,4.15,20.0,447,172,16.18,111.0,1,0.3839,0.014814814814814815,0.01873767258382643,1.7587,1
Sanctuary,William Faulkner,1931.0,113,18,1,1,biography,2.0,1.0,361,176,13.99,94.0,1,0.4862,0.0007407407407407407,0.018573307034845495,0.849,0
Fox's book of martyrs,"John Foxe, Foxe, John, and King, Marie Gentert (editor), M G (Ed) King, G A (Ed) Williamson, g. a. williamson",1741.0,112,12,1,1,biography,3.0,1.0,331,268,15.53,284.0,1,0.8072,0.0007407407407407407,0.018408941485864562,1.2486,0
Se questo è un uomo,Primo Levi,1947.0,112,55,1,1,biography,4.25925925925926,27.0,265,299,13.46,78.0,1,1.1241,0.02,0.018408941485864562,1.8197,1
The Maine Woods,Henry David Thoreau,1803.0,112,36,1,1,biography,3.5,2.0,336,144,16.35,222.0,1,0.4273,0.0014814814814814814,0.018408941485864562,1.4512,0
Aus meinem Leben,Johann Wolfgang von Goethe,1800.0,111,15,1,1,biography,3.0,8.0,332,218,12.5,225.0,1,0.6547,0.005925925925925926,0.01824457593688363,1.2664,0
... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,1946.0,111,89,1,1,biography,4.319444444444445,216.0,400,351,14.81,79.0,1,0.8753,0.16,0.01824457593688363,2.3334,1
Bambi,Felix Salten,1900.0,111,22,1,1,biography,3.583333333333333,12.0,374,174,15.03,125.0,1,0.464,0.008888888888888889,0.01824457593688363,1.5101,0
Complete Works of W. R. Bion,"W. R. Bion, Chris Mawson",2014.0,108,22,1,0,biography,4.0,0.0,288,214,15.14,11.0,0,0.7405,0.0,0.01775147928994083,1.6444,1
Black Beauty,Anna Sewell,1877.0,107,58,1,1,biography,4.304347826086956,23.0,359,275,12.87,148.0,1,0.7639,0.017037037037037038,0.017587113740959896,1.8253,1
American Indian Stories,"Zitkála-Šá, Desmond gahan",1921.0,106,32,1,1,biography,4.666666666666667,3.0,385,224,16.15,104.0,1,0.5803,0.0022222222222222222,0.017422748191978962,1.918,1
Backwoods of Canada,"Catherine Parr Traill, Michael A. Peterman",1836.0,106,34,1,1,biography,4.0,0.0,430,184,13.12,189.0,0,0.4269,0.0,0.017422748191978962,1.6436,1
Goethe's Werke,Johann Wolfgang von Goethe,1800.0,105,33,1,1,biography,3.6,5.0,396,229,14.88,225.0,1,0.5768,0.003703703703703704,0.01725838264299803,1.4961,0
Awful disclosures of Maria Monk,"Maria Monk, Hoyte Hoyte",1800.0,105,28,1,1,biography,4.0,0.0,389,182,13.28,225.0,0,0.4667,0.0,0.01725838264299803,1.6431,1
The works of Robert Burns,Robert Burns,1800.0,104,20,1,1,biography,4.0,0.0,353,220,13.62,225.0,0,0.6215,0.0,0.017094017094017096,1.6427,1
Tuesdays with Morrie,Mitch Albom,1994.0,104,90,1,1,biography,3.85,80.0,370,333,14.58,31.0,1,0.8976,0.05925925925925926,0.017094017094017096,1.7901,1
Army Life in a Black Regiment,Thomas Wentworth Higginson,1870.0,104,51,1,1,biography,4.0,1.0,415,96,14.06,155.0,1,0.2308,0.0007407407407407407,0.017094017094017096,1.6453,1
Mémoires,Giacomo Casanova,1830.0,104,15,1,1,biography,3.2916666666666665,24.0,280,259,13.03,195.0,1,0.9217,0.017777777777777778,0.017094017094017096,1.4216,0
The Life of Samuel Johnson,James Boswell,1909.0,103,5,1,1,biography,4.0,0.0,331,123,13.08,116.0,0,0.3705,0.0,0.01692965154503616,1.6423,1
The Maid of France,Andrew Lang,1906.0,102,3,1,1,biography,4.0,0.0,309,261,14.06,119.0,0,0.8419,0.0,0.016765285996055226,1.6419,1
Memorabilia,Xenophon,1650.0,102,7,1,1,biography,3.3157894736842106,19.0,369,183,15.42,300.0,1,0.4946,0.014074074074074074,0.016765285996055226,1.4175,0
Vitae excellentium imperatorum,Cornelius Nepos,1594.0,102,15,1,1,biography,4.0,0.0,414,139,15.98,300.0,0,0.3349,0.0,0.016765285996055226,1.6419,1
Angela's Ashes,Frank McCourt,1996.0,101,54,1,1,biography,3.8333333333333335,54.0,318,277,12.73,29.0,1,0.8683,0.04,0.016600920447074292,1.7148,1
Memoirs of a Revolutionist,Peter Kropotkin,1899.0,100,28,1,1,biography,5.0,1.0,224,219,17.56,126.0,1,0.9733,0.0007407407407407407,0.01643655489809336,2.0437,1
The life of Washington,"Mason Locke Weems, William Holmes McGuffey",1800.0,100,20,1,1,biography,4.0,0.0,328,150,16.39,225.0,0,0.4559,0.0,0.01643655489809336,1.6411,1
Biographia literaria,Samuel Taylor Coleridge,1817.0,100,25,1,1,biography,4.0,0.0,397,137,16.06,208.0,0,0.3442,0.0,0.01643655489809336,1.6411,1
Pictures from Italy,Charles Dickens,1846.0,99,18,1,1,biography,4.0,1.0,378,191,18.64,179.0,1,0.504,0.0007407407407407407,0.016272189349112426,1.6433,1
Venus and Adonis,William Shakespeare,1593.0,98,15,1,1,biography,4.0,0.0,372,139,18.4,300.0,0,0.3727,0.0,0.016107823800131493,1.6403,1
Детство; Отрочество; Юность,Лев Толстой,1862.0,98,17,1,1,biography,4.142857142857143,7.0,335,152,16.64,163.0,1,0.4524,0.005185185185185185,0.016107823800131493,1.7156,1
Le Diable amoureux,Jacques Cazotte,1772.0,97,10,1,1,biography,4.25,4.0,282,208,16.93,253.0,1,0.735,0.002962962962962963,0.01594345825115056,1.7502,1
