title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,cover_id,ol_key,avg_rating,ratings_count,book_age,ratings_count_filled,avg_rating_filled,popularity_score,is_popular
Where the Wild Things Are,Maurice Sendak,1963.0,125,56,1,1,fantasy,50842.0,/works/OL2568879W,4.123809523809523,105.0,62.0,105.0,4.123809523809523,20.125238095238092,1
Little Wizard stories of Oz,L. Frank Baum,1914.0,124,7,1,1,fantasy,430876.0,/works/OL18394W,3.5,2.0,111.0,2.0,3.5,17.012000000000004,0
Morning Star,H. Rider Haggard,1910.0,121,4,1,1,fantasy,1979130.0,/works/OL17506W,4.0,1.0,115.0,1.0,4.0,19.006,1
"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,1973.0,108,20,1,1,fantasy,8574580.0,/works/OL2271626W,4.529411764705882,34.0,52.0,34.0,4.529411764705882,21.32164705882353,1
The Subtle Knife,Philip Pullman,1997.0,106,72,1,1,fantasy,12614549.0,/works/OL28993W,4.0,107.0,28.0,107.0,4.0,19.642000000000003,1
The Last Battle,C. S. Lewis,1956.0,106,25,1,1,fantasy,6529226.0,/works/OL71124W,3.875,72.0,69.0,72.0,3.875,18.932,1
The Lightning Thief,Rick Riordan,2005.0,103,37,1,1,fantasy,7239831.0,/works/OL492658W,4.2944162436548226,394.0,20.0,394.0,4.2944162436548226,22.54166497461929,1
Bridge to Terabithia,Katherine Paterson,1972.0,103,55,1,1,fantasy,12627341.0,/works/OL27079W,4.103448275862069,58.0,53.0,58.0,4.103448275862069,19.761793103448277,1
The Voyage of the Dawn Treader,C. S. Lewis,1952.0,100,41,1,1,fantasy,9184719.0,/works/OL71132W,4.097087378640777,103.0,73.0,103.0,4.097087378640777,20.00634951456311,1
Watership Down,Richard Adams,1972.0,97,38,1,1,fantasy,6450196.0,/works/OL2096536W,4.135922330097087,103.0,53.0,103.0,4.135922330097087,20.161689320388348,1
Coraline,Neil Gaiman,2001.0,94,29,1,1,fantasy,14171421.0,/works/OL679358W,4.0353535353535355,198.0,24.0,198.0,4.0353535353535355,20.32941414141414,1
Artemis Fowl,Eoin Colfer,1999.0,93,87,1,1,fantasy,10212689.0,/works/OL5725956W,3.807017543859649,57.0,26.0,57.0,3.807017543859649,18.570070175438598,1
The Colour of Magic,Terry Pratchett,1983.0,92,32,1,1,fantasy,14647238.0,/works/OL453657W,3.980132450331126,151.0,42.0,151.0,3.980132450331126,19.826529801324504,1
Figures of Earth,James Branch Cabell,1921.0,92,11,1,1,fantasy,854317.0,/works/OL6585787W,4.0,1.0,104.0,1.0,4.0,19.006,1
The wonderful visit,H. G. Wells,1895.0,87,12,1,1,fantasy,5683599.0,/works/OL52201W,3.0,1.0,130.0,1.0,3.0,15.006000000000002,0
The Cat in the Hat,"Dr. Seuss, Simon Mugford",1957.0,85,44,1,1,fantasy,11342.0,/works/OL1898309W,4.11214953271028,107.0,68.0,107.0,4.11214953271028,20.090598130841123,1
Vikram and the Vampire,"Richard Francis Burton, Ernest Henry Griset, Isabel Lady Burton",1870.0,85,23,1,1,fantasy,1758137.0,/works/OL7989179W,4.5,2.0,155.0,2.0,4.5,21.012,1
Hänsel und Gretel,Gebrüder Grimm [Brothers Grimm],1900.0,84,38,1,1,fantasy,2327393.0,/works/OL15227626W,4.222222222222222,9.0,125.0,9.0,4.222222222222222,19.94288888888889,1
The Mysterious Stranger,Mark Twain,1916.0,82,15,1,1,fantasy,9173884.0,/works/OL54158W,3.8,5.0,109.0,5.0,3.8,18.23,1
The Magical Monarch of Mo,L. Frank Baum,1903.0,81,10,1,1,fantasy,4846571.0,/works/OL262360W,,0.0,122.0,0.0,4.0,19.0,1
The Once and Future King,T. H. White,1939.0,81,38,1,1,fantasy,6630521.0,/works/OL1388028W,4.090909090909091,33.0,86.0,33.0,4.090909090909091,19.561636363636367,1
Prince Prigio,Andrew Lang,1889.0,80,2,1,1,fantasy,1755515.0,/works/OL1089002W,,0.0,136.0,0.0,4.0,19.0,1
Thumbelina,"Hans Christian Andersen, Elsa Beskow, Michael Foreman, Michael Morpurgo, Kimberley Reynolds, Catherine Babok, Susannah Mary Paull",1911.0,79,41,1,1,fantasy,1357775.0,/works/OL15049906W,4.416666666666667,12.0,114.0,12.0,4.416666666666667,20.73866666666667,1
The demi-gods,James Stephens,1914.0,76,5,1,1,fantasy,6262377.0,/works/OL1154815W,,0.0,111.0,0.0,4.0,19.0,1
A Prisoner in Fairyland,Algernon Blackwood,1913.0,76,8,1,1,fantasy,2895898.0,/works/OL2700648W,,0.0,112.0,0.0,4.0,19.0,1
The Sea of Monsters,Rick Riordan,2006.0,75,27,1,1,fantasy,108909.0,/works/OL492646W,4.45303867403315,181.0,19.0,181.0,4.45303867403315,21.898154696132597,1
Indian Fairy Tales,"Joseph Jacobs, John D Batten, Gloria Cardew, Joseph JACOBS, Joseph Jacobs, Jacobs, Ed, Joseph, John Dickson Batten, Joseph Joseph Jacobs",1892.0,73,14,1,1,fantasy,767614.0,/works/OL240336W,,0.0,133.0,0.0,4.0,19.0,1
The Nursery Alice,Lewis Carroll,1889.0,73,12,1,1,fantasy,8596271.0,/works/OL151381W,,0.0,136.0,0.0,4.0,19.0,1
Good Omens,"Neil Gaiman, Terry Pratchett",1990.0,73,28,1,1,fantasy,10482258.0,/works/OL453936W,4.431818181818182,88.0,35.0,88.0,4.431818181818182,21.255272727272725,1
Eldest,Christopher Paolini,2005.0,73,30,1,1,fantasy,12848701.0,/works/OL5819886W,4.098765432098766,81.0,20.0,81.0,4.098765432098766,19.881061728395064,1
"Chitty-Chitty-Bang-Bang, the magical car",Ian Fleming,1964.0,72,20,1,1,fantasy,10579734.0,/works/OL85731W,4.0,5.0,61.0,5.0,4.0,19.03,1
Doctor Doolittle's circus,Hugh Lofting,1924.0,71,10,1,1,fantasy,9244269.0,/works/OL1449027W,,0.0,101.0,0.0,4.0,19.0,1
Wizard and Glass,Stephen King,1997.0,71,36,1,1,fantasy,14657088.0,/works/OL81615W,4.078947368421052,76.0,28.0,76.0,4.078947368421052,19.771789473684212,1
Tintenherz,Cornelia Funke,2003.0,69,62,1,1,fantasy,3330314.0,/works/OL941669W,3.980392156862745,51.0,22.0,51.0,3.980392156862745,19.22756862745098,1
Nils Holgerssons underbara resa genom Sverige,Selma Lagerlöf,1907.0,68,38,1,1,fantasy,5267445.0,/works/OL644990W,4.0,2.0,118.0,2.0,4.0,19.012,1
The Tombs of Atuan,Ursula K. Le Guin,1971.0,67,34,1,1,fantasy,6633403.0,/works/OL59801W,3.8771929824561404,57.0,54.0,57.0,3.8771929824561404,18.850771929824564,1
Don Rodriguez,Lord Dunsany,1922.0,67,7,1,1,fantasy,767591.0,/works/OL8199785W,,0.0,103.0,0.0,4.0,19.0,1
Doctor Dolittle in the moon,Hugh Lofting,1928.0,66,11,1,1,fantasy,8443596.0,/works/OL1449084W,3.0,1.0,97.0,1.0,3.0,15.006000000000002,0
Le chat botté,Charles Perrault,1865.0,66,53,1,1,fantasy,4435421.0,/works/OL23867W,3.0,2.0,160.0,2.0,3.0,15.012000000000004,0
Doctor Dolittle's post office,Hugh Lofting,1923.0,66,9,1,1,fantasy,8442100.0,/works/OL1449087W,3.0,1.0,102.0,1.0,3.0,15.006000000000002,0
Tarzan the Invincible,Edgar Rice Burroughs,1931.0,66,20,1,1,fantasy,284443.0,/works/OL1418089W,2.0,1.0,94.0,1.0,2.0,11.006,0
The Eyes of the Dragon,Stephen King,1959.0,65,26,1,1,fantasy,8524085.0,/works/OL81602W,4.346153846153846,26.0,66.0,26.0,4.346153846153846,20.540615384615386,1
The Farthest Shore,Ursula K. Le Guin,1972.0,65,23,1,1,fantasy,6498990.0,/works/OL59855W,3.872340425531915,47.0,53.0,47.0,3.872340425531915,18.77136170212766,1
The talisman,"Stephen King, Peter Straub",1925.0,65,17,1,1,fantasy,14651566.0,/works/OL81599W,4.0,11.0,100.0,11.0,4.0,19.066000000000003,1
The Centaur,Algernon Blackwood,1911.0,65,11,1,1,fantasy,5562921.0,/works/OL2700650W,4.5,2.0,114.0,2.0,4.5,21.012,1
The Phantom Tollbooth,Norton Juster,1961.0,64,67,1,1,fantasy,8578174.0,/works/OL1636262W,4.135922330097087,103.0,64.0,103.0,4.135922330097087,20.161689320388348,1
The Battle of the Labyrinth,Rick Riordan,2008.0,63,39,1,1,fantasy,6274739.0,/works/OL492640W,4.3893129770992365,131.0,17.0,131.0,4.3893129770992365,21.343251908396947,1
Stardust,Neil Gaiman,1997.0,62,44,1,1,fantasy,8216379.0,/works/OL15833328W,3.9156626506024095,83.0,28.0,83.0,3.9156626506024095,19.16065060240964,1
Adela Cathcart,George MacDonald,1864.0,61,8,1,1,fantasy,14358823.0,/works/OL15413W,,0.0,161.0,0.0,4.0,19.0,1
The Titan's Curse,Rick Riordan,2007.0,61,22,1,1,fantasy,14601475.0,/works/OL492647W,4.443708609271523,151.0,18.0,151.0,4.443708609271523,21.68083443708609,1
The Chronicles of Narnia,C. S. Lewis,1970.0,60,51,1,1,fantasy,9321656.0,/works/OL70988W,4.168674698795181,83.0,55.0,83.0,4.168674698795181,20.17269879518072,1
Everything's Eventual. 14 Dark Tales,Stephen King,2002.0,60,57,1,1,fantasy,8585782.0,/works/OL81584W,3.8846153846153846,26.0,23.0,26.0,3.8846153846153846,18.69446153846154,1
The Black Cauldron,Lloyd Alexander,1965.0,60,28,1,1,fantasy,580387.0,/works/OL1966566W,4.130434782608695,23.0,60.0,23.0,4.130434782608695,19.659739130434783,1
The Light Fantastic,"Terry Pratchett, Ernest Riera",1986.0,60,12,1,1,fantasy,6531015.0,/works/OL453680W,4.01010101010101,99.0,39.0,99.0,4.01010101010101,19.634404040404043,1
A thin ghost and others,Montague Rhodes James,1919.0,59,5,1,1,fantasy,6125355.0,/works/OL707922W,,0.0,106.0,0.0,4.0,19.0,1
The Last Olympian,Rick Riordan,2009.0,59,30,1,1,fantasy,6624107.0,/works/OL492642W,4.426666666666667,150.0,16.0,150.0,4.426666666666667,21.60666666666667,1
Yu-Gi-Oh!,Kazuki Takahashi,1997.0,59,16,1,1,fantasy,863639.0,/works/OL8400840W,4.333333333333333,3.0,28.0,3.0,4.333333333333333,20.351333333333336,1
The Enchanted Typewriter,John Kendrick Bangs,1899.0,58,9,1,1,fantasy,5811385.0,/works/OL1868687W,4.5,2.0,126.0,2.0,4.5,21.012,1
The dark is rising,Susan Cooper,1972.0,58,27,1,1,fantasy,9363540.0,/works/OL894245W,4.0,20.0,53.0,20.0,4.0,19.12,1
Dinosaurs Before Dark,Mary Pope Osborne,1992.0,58,40,1,1,fantasy,14390457.0,/works/OL81773W,4.533333333333333,15.0,33.0,15.0,4.533333333333333,21.223333333333333,1
Die unendliche Geschichte,Michael Ende,1979.0,57,29,1,1,fantasy,7383413.0,/works/OL2271589W,4.157894736842105,57.0,46.0,57.0,4.157894736842105,19.973578947368424,1
A Storm of Swords,George R. R. Martin,2000.0,57,36,1,1,fantasy,15124196.0,/works/OL257914W,4.444444444444445,108.0,25.0,108.0,4.444444444444445,21.42577777777778,1
Mary Poppins,Pamela L. Travers,1934.0,57,34,1,1,fantasy,7421.0,/works/OL262141W,4.0,17.0,91.0,17.0,4.0,19.102,1
Rose Madder,Stephen King,1995.0,57,32,1,1,fantasy,8578049.0,/works/OL81614W,4.172413793103448,29.0,30.0,29.0,4.172413793103448,19.863655172413797,1
Guards! Guards!,Terry Pratchett,1989.0,57,14,1,1,fantasy,13095550.0,/works/OL453735W,4.352941176470588,119.0,36.0,119.0,4.352941176470588,21.125764705882354,1
Tom's Midnight Garden,Philippa Pearce,1958.0,56,35,1,1,fantasy,3077039.0,/works/OL2004807W,4.2727272727272725,11.0,67.0,11.0,4.2727272727272725,20.15690909090909,1
Doctor Dolittle's garden,Hugh Lofting,1927.0,55,13,1,1,fantasy,9244265.0,/works/OL1449080W,,0.0,98.0,0.0,4.0,19.0,1
Wicked,Gregory Maguire,1995.0,54,28,1,1,fantasy,38706.0,/works/OL66218W,4.0625,16.0,30.0,16.0,4.0625,19.346,1
La Petite Sirene (French Well Loved Tales),"Hans Christian Andersen, Yayoi Kusama, Bernadette Watts",1935.0,54,42,1,1,fantasy,10563313.0,/works/OL15049633W,4.666666666666667,6.0,90.0,6.0,4.666666666666667,21.70266666666667,1
Trollkarlens hatt,Tove Jansson,1950.0,54,20,1,1,fantasy,3180402.0,/works/OL2195990W,4.4,5.0,75.0,5.0,4.4,20.630000000000003,1
Farmer Giles of Ham,J.R.R. Tolkien,1949.0,54,14,1,1,fantasy,9158606.0,/works/OL27517W,4.0,7.0,76.0,7.0,4.0,19.042,1
The Lost Hero,Rick Riordan,2010.0,53,31,1,1,fantasy,12848687.0,/works/OL15401200W,4.431952662721893,169.0,15.0,169.0,4.431952662721893,21.741810650887572,1
Wintersmith,"Terry Pratchett, Paul Kidby",2006.0,52,30,1,1,fantasy,14645769.0,/works/OL453989W,4.068965517241379,29.0,19.0,29.0,4.068965517241379,19.44986206896552,1
Wizard's First Rule,Terry Goodkind,1994.0,52,14,1,1,fantasy,1005963.0,/works/OL2010436W,4.1692307692307695,65.0,31.0,65.0,4.1692307692307695,20.06692307692308,1
Flat Stanley,"Jeff Brown, Jon Mitchell, Tomi Ungerer, Tony Ross",1964.0,52,28,1,1,fantasy,5140225.0,/works/OL15891846W,3.2,10.0,61.0,10.0,3.2,15.860000000000003,0
The Tale of Despereaux,Kate DiCamillo,2003.0,52,28,1,1,fantasy,541143.0,/works/OL468677W,4.0588235294117645,51.0,22.0,51.0,4.0588235294117645,19.54129411764706,1
Corduroy,Don Freeman,1968.0,52,38,1,1,fantasy,1333207.0,/works/OL4114525W,4.0,27.0,57.0,27.0,4.0,19.162000000000003,1
Brisingr,Christopher Paolini,2004.0,52,37,1,1,fantasy,2411585.0,/works/OL5819884W,3.7590361445783134,83.0,21.0,83.0,3.7590361445783134,18.534144578313256,1
Jonathan Strange and Mr. Norrell,Susanna Clarke,2001.0,51,22,1,1,fantasy,525391.0,/works/OL5703422W,3.5714285714285716,7.0,24.0,7.0,3.5714285714285716,17.32771428571429,0
The Wee Free Men,"Terry Pratchett, Paul Kidby",1994.0,50,30,1,1,fantasy,14645723.0,/works/OL453748W,4.32258064516129,31.0,31.0,31.0,4.32258064516129,20.47632258064516,1
Wolves of the Calla,Stephen King,2003.0,50,33,1,1,fantasy,14652470.0,/works/OL81594W,4.05699481865285,193.0,22.0,193.0,4.05699481865285,20.3859792746114,1
"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,1965.0,50,23,1,1,fantasy,436197.0,/works/OL894247W,3.35,20.0,60.0,20.0,3.35,16.520000000000003,0
Lords and Ladies,Terry Pratchett,1992.0,50,14,1,1,fantasy,14646144.0,/works/OL453787W,4.264705882352941,34.0,33.0,34.0,4.264705882352941,20.262823529411765,1
The Ocean at the End of the Lane,"Neil Gaiman, Mónica Faerna, Patrick Marcel, Lluís Delgado, Oriol Hernández",2013.0,49,42,1,1,fantasy,7258156.0,/works/OL16804661W,4.016666666666667,120.0,12.0,120.0,4.016666666666667,19.726666666666667,1
Wyrd Sisters,Terry Pratchett,1988.0,49,29,1,1,fantasy,14648051.0,/works/OL453660W,3.9863013698630136,73.0,37.0,73.0,3.9863013698630136,19.323205479452056,1
Mahō sensei Negima,Ken Akamatsu,2004.0,49,24,1,1,fantasy,212396.0,/works/OL5730720W,4.714285714285714,7.0,21.0,7.0,4.714285714285714,21.839142857142857,1
The Human Chord,Algernon Blackwood,1910.0,49,8,1,1,fantasy,1846228.0,/works/OL2700649W,,0.0,115.0,0.0,4.0,18.94,1
Sourcery,Terry Pratchett,1988.0,49,13,1,1,fantasy,6927508.0,/works/OL453659W,3.927536231884058,69.0,37.0,69.0,3.927536231884058,19.064144927536233,1
Into the Wild,Erin Hunter,2003.0,48,35,1,1,fantasy,12720669.0,/works/OL265501W,4.494845360824742,97.0,22.0,97.0,4.494845360824742,21.44138144329897,1
A Hat Full of Sky,Terry Pratchett,2004.0,48,31,1,1,fantasy,7092840.0,/works/OL453737W,4.5,20.0,21.0,20.0,4.5,21.0,1
The Castle of Llyr,Lloyd Alexander,1966.0,48,22,1,1,fantasy,8311440.0,/works/OL1966676W,3.9411764705882355,17.0,59.0,17.0,3.9411764705882355,18.74670588235294,1
My father's dragon,Ruth Stiles Gannett,1948.0,47,23,1,1,fantasy,255052.0,/works/OL2688555W,4.5,8.0,77.0,8.0,4.5,20.868,1
The Opal Deception,Eoin Colfer,2005.0,46,52,1,1,fantasy,12636364.0,/works/OL5725975W,4.052631578947368,19.0,20.0,19.0,4.052631578947368,19.084526315789475,1
Neverwhere,Neil Gaiman,1996.0,46,28,1,1,fantasy,1008998.0,/works/OL679333W,4.088709677419355,124.0,29.0,124.0,4.088709677419355,19.85883870967742,1
The Great Hunt (The Wheel of Time Book 2),Robert Jordan,1990.0,46,24,1,1,fantasy,182352.0,/works/OL7924135W,4.021052631578947,95.0,35.0,95.0,4.021052631578947,19.414210526315788,1
Charmed Life,Diana Wynne Jones,1977.0,45,10,1,1,fantasy,25489.0,/works/OL60091W,3.5,4.0,48.0,4.0,3.5,16.724,0
Mistress Masham's Repose,T. H. White,1946.0,45,22,1,1,fantasy,8433695.0,/works/OL19283868W,4.0,1.0,79.0,1.0,4.0,18.706,1
Swimmy,"Leo Lionni, Xosé Manuel González, Ignasi Centelles",1963.0,45,69,1,1,fantasy,5017594.0,/works/OL2162545W,4.0,10.0,62.0,10.0,4.0,18.76,1
Pyramids,Terry Pratchett,1989.0,45,17,1,1,fantasy,14646151.0,/works/OL453661W,3.8214285714285716,56.0,36.0,56.0,3.8214285714285716,18.321714285714286,1
Interesting Times,Terry Pratchett,1994.0,45,16,1,1,fantasy,14646167.0,/works/OL453707W,4.173076923076923,52.0,31.0,52.0,4.173076923076923,19.704307692307694,1
The Tales of Beedle the Bard,J. K. Rowling,2008.0,44,24,1,1,fantasy,13776199.0,/works/OL13716951W,3.7936507936507935,63.0,17.0,63.0,3.7936507936507935,18.192603174603175,1
The Shining Pyramid,Arthur Machen,1923.0,44,5,1,1,fantasy,1803690.0,/works/OL3389017W,,0.0,102.0,0.0,4.0,18.64,1
Reaper Man,Terry Pratchett,1991.0,44,11,1,1,fantasy,14648856.0,/works/OL453654W,4.338028169014085,71.0,34.0,71.0,4.338028169014085,20.418112676056342,1
Danny and the Dinosaur,Syd Hoff,1958.0,43,28,1,1,fantasy,36107.0,/works/OL106091W,4.0,8.0,67.0,8.0,4.0,18.628,1
The return,Walter De la Mare,1910.0,43,14,1,1,fantasy,312216.0,/works/OL1098497W,,0.0,115.0,0.0,4.0,18.580000000000002,1
Anansi Boys,Neil Gaiman,2005.0,43,31,1,1,fantasy,12049134.0,/works/OL679266W,3.9726027397260273,73.0,20.0,73.0,3.9726027397260273,18.908410958904113,1
The Trumpet of the Swan,E. B. White,1970.0,43,15,1,1,fantasy,50627.0,/works/OL483387W,4.5,22.0,55.0,22.0,4.5,20.712000000000003,1
White oleander,"Fitch, Janet",1989.0,42,17,1,1,fantasy,6575487.0,/works/OL48010W,4.095238095238095,21.0,36.0,21.0,4.095238095238095,19.02695238095238,1
How the Grinch Stole Christmas!,"Dr. Seuss, Rik Mayall",1957.0,42,28,1,1,fantasy,12055.0,/works/OL261169W,4.111111111111111,54.0,68.0,54.0,4.111111111111111,19.288444444444444,1
Mattimeo (Redwall #3),"Brian Jacques, Brajan Dzhejks",1989.0,42,16,1,1,fantasy,3236209.0,/works/OL25672713W,4.266666666666667,15.0,36.0,15.0,4.266666666666667,19.676666666666666,1
"The box of delights, or When the wolves were running",John Masefield,1935.0,42,14,1,1,fantasy,6253321.0,/works/OL1103652W,4.666666666666667,3.0,90.0,3.0,4.666666666666667,21.20466666666667,1
Sabriel,Garth Nix,1995.0,42,20,1,1,fantasy,13165306.0,/works/OL2628761W,4.297872340425532,47.0,30.0,47.0,4.297872340425532,19.99348936170213,1
Men at Arms,Terry Pratchett,1993.0,42,15,1,1,fantasy,14648019.0,/works/OL453739W,4.3,50.0,32.0,50.0,4.3,20.019999999999996,1
The Spook's Apprentice,Joseph Delaney,2004.0,41,38,1,1,fantasy,8576656.0,/works/OL275974W,4.086956521739131,23.0,21.0,23.0,4.086956521739131,18.945826086956526,1
Gregor the Overlander,Suzanne Collins,2003.0,41,28,1,1,fantasy,8345963.0,/works/OL5735348W,4.0,13.0,22.0,13.0,4.0,18.538,1
Assassin of Gor,John Norman,1970.0,41,11,1,0,fantasy,1417494.0,/works/OL172993W,2.0,1.0,55.0,1.0,2.0,10.466,0
The worm Ouroboros,Eric Rücker Eddison,1900.0,41,15,1,1,fantasy,314643.0,/works/OL3847246W,2.5,4.0,125.0,4.0,2.5,12.484,0
The Wolves of Willoughby Chase (Wolves #1),Joan Aiken,1911.0,41,45,1,1,fantasy,239726.0,/works/OL262048W,4.428571428571429,7.0,114.0,7.0,4.428571428571429,20.216285714285714,1
The Throne of Fire,Rick Riordan,2011.0,41,46,1,1,fantasy,6934834.0,/works/OL15946464W,4.591836734693878,49.0,14.0,49.0,4.591836734693878,21.12134693877551,1
In the Night Kitchen,Maurice Sendak,1889.0,41,26,1,1,fantasy,6518765.0,/works/OL2568868W,3.888888888888889,9.0,136.0,9.0,3.888888888888889,18.069555555555556,0
The Mists of Avalon,Marion Zimmer Bradley,1979.0,41,19,1,1,fantasy,96817.0,/works/OL23738W,3.75,36.0,46.0,36.0,3.75,17.676000000000002,0
Witches Abroad,Terry Pratchett,1991.0,41,11,1,1,fantasy,14645790.0,/works/OL453668W,4.150943396226415,53.0,34.0,53.0,4.150943396226415,19.381773584905662,1
The Graveyard Book,Neil Gaiman,2008.0,40,70,1,1,fantasy,7099583.0,/works/OL679348W,4.195121951219512,123.0,17.0,123.0,4.195121951219512,19.91848780487805,1
The Grey King (The Dark is Rising #4),Susan Cooper,1975.0,40,22,1,1,fantasy,433450.0,/works/OL894246W,3.8666666666666667,15.0,50.0,15.0,3.8666666666666667,17.956666666666667,0
Eric,Terry Pratchett,1990.0,40,8,1,1,fantasy,14648940.0,/works/OL453718W,3.5405405405405403,37.0,35.0,37.0,3.5405405405405403,16.78416216216216,0
His Dark Materials,Philip Pullman,2000.0,40,32,1,1,fantasy,12474447.0,/works/OL28986W,3.9615384615384617,26.0,25.0,26.0,3.9615384615384617,18.402153846153848,1
Hogfather,Terry Pratchett,1996.0,40,23,1,1,fantasy,14649230.0,/works/OL453662W,4.11864406779661,59.0,29.0,59.0,4.11864406779661,19.22857627118644,1
The Angel and the Author,Jerome Klapka Jérôme,1908.0,40,5,1,1,fantasy,1814536.0,/works/OL1793124W,,0.0,117.0,0.0,4.0,18.400000000000002,1
The Mark of Athena,Rick Riordan,2011.0,40,36,1,1,fantasy,12848680.0,/works/OL16664287W,4.450819672131147,122.0,14.0,122.0,4.450819672131147,20.93527868852459,1
Freaky Friday (Cascades),Mary Rodgers,1972.0,40,34,1,1,fantasy,2249.0,/works/OL529408W,3.6,5.0,53.0,5.0,3.6,16.830000000000002,0
Thud!,Terry Pratchett,2005.0,40,12,1,1,fantasy,14645706.0,/works/OL453852W,4.25,8.0,20.0,8.0,4.25,19.448,1
Frostgrave,Joseph A. McCullough,2015.0,39,14,1,1,fantasy,9172728.0,/works/OL20522213W,,0.0,10.0,0.0,4.0,18.34,1
The dark tower,Stephen King,1990.0,39,32,1,1,fantasy,14656148.0,/works/OL81600W,4.333333333333333,9.0,35.0,9.0,4.333333333333333,19.727333333333334,1
"Queen Zixi of Ix; or, Story of the Magic Cloak, The",L. Frank Baum,1905.0,39,9,1,1,fantasy,2821200.0,/works/OL9177139W,,0.0,120.0,0.0,4.0,18.34,1
"Mio, min Mio",Astrid Lindgren,1956.0,39,38,1,1,fantasy,955437.0,/works/OL270476W,5.0,4.0,69.0,4.0,5.0,22.364,1
John Dough and the cherub,L. Frank Baum,1906.0,39,8,1,1,fantasy,5654183.0,/works/OL18395W,,0.0,119.0,0.0,4.0,18.34,1
The Sword of Shannara,Terry Brooks,1976.0,39,17,1,1,fantasy,908811.0,/works/OL5683445W,3.55,20.0,49.0,20.0,3.55,16.66,0
Haroun and the Sea of Stories,Salman Rushdie,1990.0,39,34,1,1,fantasy,10236612.0,/works/OL457172W,4.3,10.0,35.0,10.0,4.3,19.6,1
Maskerade,Terry Pratchett,1995.0,39,11,1,1,fantasy,14646574.0,/works/OL453777W,4.026315789473684,38.0,30.0,38.0,4.026315789473684,18.673263157894738,1
The Last Continent,Terry Pratchett,1998.0,39,12,1,1,fantasy,14645770.0,/works/OL453711W,3.736842105263158,19.0,27.0,19.0,3.736842105263158,17.401368421052634,0
Winnie-the-Pooh / The House at Pooh Corner,A. A. Milne,1926.0,39,52,1,1,fantasy,8612607.0,/works/OL476737W,4.777777777777778,9.0,99.0,9.0,4.777777777777778,21.505111111111113,1
Princess and the Pea,"Hans Christian Andersen, Barbara Lanza, Kari James",1967.0,38,25,1,1,fantasy,11698786.0,/works/OL25433W,4.5,4.0,58.0,4.0,4.5,20.304000000000002,1
Shardik,Richard Adams,1965.0,38,13,1,1,fantasy,7029397.0,/works/OL2096535W,4.0,8.0,60.0,8.0,4.0,18.328,1
Stone of Tears,Terry Goodkind,1995.0,38,18,1,1,fantasy,182448.0,/works/OL2010453W,4.103448275862069,29.0,30.0,29.0,4.103448275862069,18.867793103448278,1
Nomads of Gor,"John Norman, Ralph Lister, Bruno Martin",1969.0,38,8,1,1,fantasy,1417734.0,/works/OL172991W,3.0,3.0,56.0,3.0,3.0,14.298000000000002,0
The Wishing Spell,Chris Colfer,1990.0,38,31,1,1,fantasy,7254710.0,/works/OL16585191W,4.454545454545454,22.0,35.0,22.0,4.454545454545454,20.23018181818182,1
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001.0,38,25,1,1,fantasy,6399102.0,/works/OL82374W,3.8536585365853657,41.0,24.0,41.0,3.8536585365853657,17.940634146341463,0
Soul Music,Terry Pratchett,1994.0,38,17,1,1,fantasy,14645780.0,/works/OL453663W,4.054054054054054,37.0,31.0,37.0,4.054054054054054,18.71821621621622,1
Moving Pictures,Terry Pratchett,1990.0,38,13,1,1,fantasy,14647546.0,/works/OL453749W,3.75,16.0,35.0,16.0,3.75,17.376,0
Policeman Bluejay (1907),L. Frank Baum,1907.0,37,11,1,1,fantasy,8707622.0,/works/OL15042505W,,0.0,118.0,0.0,4.0,18.22,1
Artemis Fowl. The Lost Colony,Eoin Colfer,2006.0,37,42,1,1,fantasy,12636224.0,/works/OL5725977W,3.75,4.0,19.0,4.0,3.75,17.244,0
Howl's Moving Castle,Diana Wynne Jones,1986.0,37,15,1,1,fantasy,8783945.0,/works/OL60149W,4.407407407407407,108.0,39.0,108.0,4.407407407407407,20.49762962962963,1
The Crystal Cave,"Mary Stewart, Mary Stwart",1970.0,37,20,1,1,fantasy,592134.0,/works/OL213256W,4.625,8.0,55.0,8.0,4.625,20.768,1
Inheritance,Christopher Paolini,2010.0,37,15,1,1,fantasy,6973055.0,/works/OL16175854W,3.6964285714285716,56.0,15.0,56.0,3.6964285714285716,17.341714285714286,0
The Sword of Summer,Rick Riordan,2015.0,37,30,1,1,fantasy,13012106.0,/works/OL17181541W,4.339285714285714,56.0,10.0,56.0,4.339285714285714,19.91314285714286,1
The Truth,"Terry Pratchett, Stephen Briggs",1995.0,37,19,1,1,fantasy,14645771.0,/works/OL453693W,4.4,15.0,30.0,15.0,4.4,19.91,1
The Hero and the Crown,Robin McKinley,1924.0,36,26,1,1,fantasy,6987328.0,/works/OL109414W,4.1,10.0,101.0,10.0,4.1,18.619999999999997,1
